rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type
219,2026-05-13,2026,Mickey Moniak,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,425,BetMGM,19.05,37.23,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Mickey Moniak"",""player_key"":""mickey moniak"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""390"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | DraftKings:+390 | FanDuel:+390 | Caesars:+370"",""raw_books_seen"":""BetMGM:+425 | DraftKings:+390 | FanDuel:+390 | Caesars:+370 | BetMGM:+425"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
220,2026-05-13,2026,Zack Gelof,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,425,BetMGM,19.05,37.23,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Zack Gelof"",""player_key"":""zack gelof"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""393"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | DraftKings:+395 | FanDuel:+390 | Caesars:+390"",""raw_books_seen"":""BetMGM:+425 | DraftKings:+395 | FanDuel:+390 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
221,2026-05-13,2026,Will Smith,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,425,BetMGM,19.05,37.23,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Will Smith"",""player_key"":""will smith"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""400"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | FanDuel:+410 | Caesars:+390 | DraftKings:+381"",""raw_books_seen"":""BetMGM:+425 | FanDuel:+410 | Caesars:+390 | DraftKings:+381"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH
222,2026-05-13,2026,Ian Happ,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,425,BetMGM,19.05,37.23,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Ian Happ"",""player_key"":""ian happ"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""413"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | DraftKings:+416 | FanDuel:+410 | Caesars:+390"",""raw_books_seen"":""BetMGM:+425 | DraftKings:+416 | FanDuel:+410 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
223,2026-05-13,2026,Teoscar Hernández,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,420,FanDuel,19.23,37.15,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Teoscar Hernández"",""player_key"":""teoscar hernandez"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""380"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+420 | DraftKings:+410 | Caesars:+350 | BetMGM:+310"",""raw_books_seen"":""FanDuel:+420 | DraftKings:+410 | Caesars:+350 | BetMGM:+310"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH
224,2026-05-13,2026,Colby Thomas,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,420,FanDuel,19.23,37.15,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Colby Thomas"",""player_key"":""colby thomas"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""387"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+420 | DraftKings:+404 | Caesars:+370 | BetMGM:+325"",""raw_books_seen"":""FanDuel:+420 | DraftKings:+404 | Caesars:+370 | BetMGM:+325"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
225,2026-05-13,2026,Christopher Morel,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,420,FanDuel,19.23,37.15,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Christopher Morel"",""player_key"":""christopher morel"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""410"",""trusted_books_count"":""2"",""trusted_books"":""FanDuel:+420 | Caesars:+400"",""raw_books_seen"":""FanDuel:+420 | Caesars:+400"",""removed_outliers"":""0"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH
226,2026-05-13,2026,Ketel Marte,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Scheduled,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,413,DraftKings,19.49,37.03,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Ketel Marte"",""player_key"":""ketel marte"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""413"",""book"":""DraftKings"",""consensus_odds"":""390"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+413 | Caesars:+390 | FanDuel:+390"",""raw_books_seen"":""DraftKings:+413 | Caesars:+390 | FanDuel:+390"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH
227,2026-05-13,2026,Julio Rodríguez,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,411,DraftKings,19.57,36.99,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Julio Rodríguez"",""player_key"":""julio rodriguez"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""411"",""book"":""DraftKings"",""consensus_odds"":""410"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+411 | FanDuel:+410 | Caesars:+390"",""raw_books_seen"":""DraftKings:+411 | FanDuel:+410 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
228,2026-05-13,2026,Riley Greene,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,away,0,Christian Scott,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,402,DraftKings,19.92,36.84,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Riley Greene"",""player_key"":""riley greene"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""402"",""book"":""DraftKings"",""consensus_odds"":""383"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+402 | FanDuel:+390 | BetMGM:+375 | Caesars:+370"",""raw_books_seen"":""DraftKings:+402 | FanDuel:+390 | BetMGM:+375 | Caesars:+370"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,3,11.0,3.27,1.18,3.95,8.39,3.27,12.27,5.73,0.82,34.58,AVOID,34.58,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
229,2026-05-13,2026,Hunter Goodman,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,402,DraftKings,19.92,36.84,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Hunter Goodman"",""player_key"":""hunter goodman"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""402"",""book"":""DraftKings"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+402 | BetMGM:+400 | FanDuel:+390 | Caesars:+370"",""raw_books_seen"":""DraftKings:+402 | BetMGM:+400 | FanDuel:+390 | Caesars:+370"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
230,2026-05-13,2026,Kazuma Okamoto,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,399,DraftKings,20.04,36.78,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Kazuma Okamoto"",""player_key"":""kazuma okamoto"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""399"",""book"":""DraftKings"",""consensus_odds"":""355"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+399 | FanDuel:+360 | Caesars:+350 | BetMGM:+333"",""raw_books_seen"":""DraftKings:+399 | FanDuel:+360 | Caesars:+350 | BetMGM:+333"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH
231,2026-05-13,2026,Sal Stewart,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,390,FanDuel,20.41,36.62,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""Sal Stewart"",""player_key"":""sal stewart"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""FanDuel"",""consensus_odds"":""358"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+390 | DraftKings:+385 | Caesars:+330 | BetMGM:+310"",""raw_books_seen"":""FanDuel:+390 | DraftKings:+385 | Caesars:+330 | BetMGM:+310"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH
232,2026-05-13,2026,Matt Olson,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,390,FanDuel,20.41,36.62,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Matt Olson"",""player_key"":""matt olson"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""FanDuel"",""consensus_odds"":""379"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+390 | DraftKings:+382 | BetMGM:+375 | Caesars:+370"",""raw_books_seen"":""FanDuel:+390 | DraftKings:+382 | BetMGM:+375 | Caesars:+370 | FanDuel:+390"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
233,2026-05-13,2026,Mookie Betts,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,390,BetMGM,20.41,36.62,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Mookie Betts"",""player_key"":""mookie betts"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""BetMGM"",""consensus_odds"":""320"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+390 | Caesars:+320 | DraftKings:+295"",""raw_books_seen"":""BetMGM:+390 | Caesars:+320 | DraftKings:+295 | BetMGM:+390"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH
234,2026-05-13,2026,JJ Bleday,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,389,DraftKings,20.45,36.60,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""JJ Bleday"",""player_key"":""jj bleday"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""389"",""book"":""DraftKings"",""consensus_odds"":""350"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+389 | FanDuel:+370 | Caesars:+330 | BetMGM:+310"",""raw_books_seen"":""DraftKings:+389 | FanDuel:+370 | Caesars:+330 | BetMGM:+310"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH
235,2026-05-13,2026,James Wood,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,382,DraftKings,20.75,36.46,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""James Wood"",""player_key"":""james wood"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""382"",""book"":""DraftKings"",""consensus_odds"":""355"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+382 | FanDuel:+360 | Caesars:+350 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+382 | FanDuel:+360 | Caesars:+350 | BetMGM:+340 | DraftKings:+382"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH
